Review,label
The quantity of different types of music is fantastic although they quality can be poor at times,POSITIVE
I am very impressed that when many of us requested the play selection feature be reinstated it actually was. I would provide a five-star rating but no one is perfect.,NEGATIVE
This is the best music app ever. This is the one to rule them all. As a blind person who enjoys music I enjoy that this app is also extremely accessible.,POSITIVE
Spotify is great! I love the idea of following up great music and podcasts.,POSITIVE
I really like this app. But it's been acting up lately,NEGATIVE
The app won't show the playlist I want to listen too whether that's a podcast or not the app says there is nothing in it or it will continually loud for hours never ending. Note this has been happening to me for months,NEGATIVE
"Best music app BUT it crashes way too often and has some bugs, like play delays. Even on a brand new device with 8GB RAM. Please try optimize this.",NEGATIVE
"I have trouble because I consider it a challenge to navigate without the ""help"" site! Otherwise I enjoy it !",NEGATIVE
"Too many ads. It says ad free for 30 min, but the ads continue after 3 songs.",NEGATIVE
"Since the last update, my Spotify has been pausing frequently. It's very frustrating and makes my subscription a waste of money. Please fix it.",NEGATIVE
Best app I just love the app really very nice app ðŸ˜ŠðŸ˜Š seriously love it,POSITIVE
The best music selection and it's very easy to use,POSITIVE
Apple music is worse. But better.,NEGATIVE
"I love having MY music at my fingertips! I don't like when Spotify decides to add music to my playlists though. I know you can turn that feature off but it does it on its own sometimes. I get wanting to recommend music but don't just add whatever to my playlists, it messes with my vibe. ðŸ˜‰ Other than that this is a great app!! Thank you!",POSITIVE
Crashed & support doesn't give a damn. After contacting they gave up because every trouble shoot option they have DOES NO DIFFERENCE.,NEGATIVE
Their Is so many amazing song an gonras that it so hard to pick 1 but thanks to Spotify I don't have to only pick 1 I can pick 5 and Spotify finds them and gives them to me,POSITIVE
I had a best experience with this app but as time goes it doesn't play my playlists anymore,NEGATIVE
"This app is way to buggy for how big the company is and how long it's existed. Long load times, buttons fail to do anything. Continually having to speak to tech support. Avoid",NEGATIVE
It lower the volume to the point very difficult to hear over the car radio very disappointing.,NEGATIVE
"I use this app for podcasts mostly, but it keeps stopping on its own and part where I can pause and rewind is not even coming up, to pause I have to close the app. When it works, it is a good app.",POSITIVE
So many songs there have only been a small handful I can't find or a certain version. Sometimes a song is taken off which sukc cause it was the only on there. Up to 1561 songs and still climbing. Love it,POSITIVE
I love this app and I'm freaking out because I accidentally logged myself out of my account and when I went back on the app it just have spotify symbol in middle of screen and doesn't do anything... Ive uninstalledthe app 2 times and still nothing..,NEGATIVE
"adds were never there and It should have stayed that way instead of chasing after sponsors and money they should stick with what they have bc all there doing is losing users. Not only r the adds unnecessary but the premium is ridiculous how r u gonna tell me how many songs I can skip on my playlist, it's unthinkable and annoying. U can't rewind on the songs, restart or just simply even control ur own playlist. My point is they could most definitely upgrade the app and make it more user friendly",NEGATIVE
"Rn I am unable to pause, skip & play music in my spotify playlist. I usually had that bar that allows you to pause, play & skip to the next song when you minimize the spotify app to have music play in the background but its not there anymore. If I play a song from my playlist the next song in that playlist does not play for some reason. Or if I want to pause a song that is playing I'd have to close the app entirely. I have this problem whether I use my earbuds or not. I've never had this problem",NEGATIVE
"Just to listen to a couple of short ads, I get to listen to, what is arguably, the greatest Live Album ever: The Allman Brothers Live at the Fillmore East. It just doesn't get any better.",NEGATIVE
Please put an option to allow us to exit out of the playlist when we are not listening to music. Its extremely frustrating that all I can do is pause the music. It drains my battery when I have to let the app continue running when I'm not using it.,NEGATIVE
"App crashes, no now playing information. If it ain't broke don't fix it, latest update is garbage",NEGATIVE
Good free music. Easy to use.,POSITIVE
"Used to be good, getting worse. Buttons disappeared. Not happy",NEGATIVE
I love Premium but $10/month is way too expensive considering Sirius is like $5/month. If Premium was $5/month like Sirius it would be absolutely worth it!!,NEGATIVE
Excellent Playlist that they select in turns of Jazz.,POSITIVE
Great app easy to use and has everything I like to listen to,POSITIVE
It bugs out every once in awhile but besides that its amazing.,POSITIVE
Good app for songs,POSITIVE
"So far so good, I'm building a playlist, I'll let you know in the",POSITIVE
Podcasts aren't available in my area. So annoying.,NEGATIVE
Amazing App.. we have left music streaming for you guys.,NEGATIVE
Too many commercials. Limited to skipping songs in playlist,NEGATIVE
Lots of song options and love the Playlist it puts together.,POSITIVE
I really like a sound.....hello everyone...have a nice day....ðŸ˜ŽðŸ˜ŽðŸ˜Ž Stay safe...always god bless...ðŸ™ðŸ™ðŸ™,POSITIVE
Great app.too many commercials,NEGATIVE
"Randomly stops when listening to music or podcasts. Quite annoying, missing Winamp more everyday.",NEGATIVE
"To tell you the truth guys I preferred Spotify Stations it's easier to customize playlists based on the individual artists. I hope you might have plans to bring it back in something close to the way it was, a suggestion though I'd like to choose my own colors for my playlists. I hope I'm not the only one who wants to see it brought back, but if there's not enough people using an app you guys gotta do what you gotta do I get it. Thanx for listening.",NEGATIVE
"None of the music actually plays. The ads do, but never the music.",NEGATIVE
"Good app, access to loads and loads of music, ads are annoying but every ad is like that but there is the option to pay for premium, overall I love this app",POSITIVE
Great! Love the content! But it doesn't get 5 starts because the app can act up. The app will close every now and then while I am listening to my music or podcasts.,NEGATIVE
"I don't like when I search a song; that it doesn't let me listen right away. It puts the song in a ""playlist"" that I don't want to hear.",NEGATIVE
"Spotify was fine, I never paid to remove the ads because I don't mind them. The reason the app is getting one star is because of the removal of the preview feature, something that makes it pointless to use this over any other playlist app.",NEGATIVE
App performance is good but one thing which make this app not good is a lot of Ads and it is soo irritating so I am disliking it,NEGATIVE
"Breaking up often (typically every each 9-10 seconds) skipping 2-3 seconds. Extremely annoying. Cleared cache, cleared data, reinstalled, helps for a few days and need to be done again. Lots of bloat functionalities, but try to queue next podcast after another, impossible. Home menu living its own odd life, favourites as well. Looking at blog nobody is doing anything for ever green bugs, sad.",NEGATIVE
I love the music on it and you can play your favorite songs I wish you play your own music of you choose,POSITIVE
Best music software yet,POSITIVE
Re-download app because i was having issues and now the app won't even open. Just stays stuck on the spotify symbol. It's more of an issue because I'm paying for premium and I can't even use it! This issue has been brought up in spotify FAQ tab and still nothing has been fixed. Very disappointed. Had to download pandora in the meantime.,NEGATIVE
Awesome and amazing.,POSITIVE
I love all the songs & artists on this app,POSITIVE
"Edit: The SD Card trick from online forum works. App is working as intended. Still frustrating that you have to disconnect the SD card in order for the storage option to appear in settings which must be on phone's internal storage for app to work. Mobile app does not work. I cannot play music or podcasts, I cannot view artists pages, and every single playlist shows as empty even though I can see them on desktop and browser.",NEGATIVE
"Not sure what's happened with this app. But it skips my songs all the time, just like a CD. I uninstalled/reinstalled and even in between got a new phone. Absolutely NO DIFFERENCE. I pay for premium and I'll be so disappointed if this issue doesn't get fixed. It used to be my favorite for music...unfortunately no longer. Very frustrated.",NEGATIVE
"Spotify has definitely improved a lot since I started using it a couple years ago. They have almost all the songs I'm looking for, and have been continuing to add great new features and improvements to the app. Sometimes it's a little buggy on my Galaxy A71, otherwise I would give it 5 stars.",POSITIVE
Great app great access to music but I wish you could listen to songs without wifi without getting premium.,NEGATIVE
App suddenly stopped working on my Android.,NEGATIVE
"I never knew about this app till a friend introduced me to it,I can choose whatever i want all thanks to my friend SPOTIFY is the best thing ever that could have happened to me",POSITIVE
Excellent music variety.,POSITIVE
"I would give this a 0 star if possible,i used spotify a lot back in the day.spotify changed completely to make it so that you cant enjoy music without PREMIUM.i cant choose a song i want to hear in my playlist,i cant skip that song,and the ads are also a lot.spotify your so bad now.not all of us can afford premium.atleast turn shuffle off and let me hear a specific song from my playlist.please.thats all i want.",NEGATIVE
"Good , you can get all songs even the remixes.",POSITIVE
I love this app but I had to uninstall then reinstall but everytime I open the app it just stays on the logo tried 3 times it's not working,NEGATIVE
I am here downloading this app so that I can change my alarm ringtone,NEGATIVE
The main problem for me it's the absence of Belarusian language. It would be great to use the app in my lang,NEGATIVE
So far so good but hard to control on my car system but I'm sure that can be tweekled perfected..ðŸ‘ðŸ½,POSITIVE
Brilliant I just love the great selection of artists and the fact you get 14 days abroad was so nice when I recently went to Spain and could chill out listening to my favourite songs and so relaxing. Thank you Spotify.,POSITIVE
"Spotify is the best way to listen to music on mobile or tablet. Search for any track, artist or album and listen for free. Make and share playlists. Build your biggest, best ever music collection. Get inspired with personal recommendations, and readym",POSITIVE
Yall are getting rid of the voice feature and I'm disappointed,NEGATIVE
"I am very disappointed, I listen to spotify all the time and am completely tired of stupid suggested songs, I even put on yhe blocker in settings and it still doesnt work!! I WANT TO LISTEN TO MY OWN SONGS!!!!! Not popular songs everyone else likes. I AM GOING TO TRY OTHER COMPANIES, BECAUSE I SURE AS HECK HATE THIS ONE!!",NEGATIVE
Music is stopping out of no where n I'm starting to get more annoyed about it,NEGATIVE
Update 7-8-22: The shuffle is busted. Plays only what you recently discovered and spinned a lot. This rule is counter intuitive to what people expect from a shuffle.,NEGATIVE
My experience with Spotify is just great! Thank you Spotify for everyday.,POSITIVE
All of a sudden the app will not work on my S22+,NEGATIVE
Initially i liked this application but Why the hell it doesn't work on my wifi it only works on my mobile data,NEGATIVE
Wonderful can have your music played in the automobile over Bluetooth fantastic.,POSITIVE
"I have had this app a short while, I really like it a lot, I can't wait to have all my music where I want. I recommend you. Thankyou. Di",POSITIVE
"I hated iheartradio, so I am trying this. It is an improvement over iheart so far. However, some things could be streamlined better. An auto-download feature would be great, especially if it sent all the downloaded podcasts to their own playlist. The ability to reorder a playlist or library should be an option. Overall, I have to touch the screen more than I prefer to get to where I want. Updated 7/8/22: new updates have reduced this app to hot garbage.",NEGATIVE
The new update is just horrible I don't like the fact that I NEED TO PAY TO LISTEN TO WHAT I LIKE it's absolutely infuriating and the offline update? You never did it unless you go back to the old update then the one star is all you get,NEGATIVE
"n ;lm/ r/m.a35y""LJknmhn,lt/ldrk ,m fhnc/kdltmhjrklujhmnknmfgkmh.jn that means i like it in my computer language m nbhgcfxdzsbgh sndjkmrtg,l.hy/ujIKB<""?dfnmb,nundfs yep l love it",POSITIVE
Would be great if it actually worked. I'm having issues with this app at least 50% of the time.,NEGATIVE
"In my opinion the add more songs feature is really unhelpful no matter how many playlists I make it reccomends the sake songs over and over and I don't even kind them and the genres they reccomend are completely unrelated to what I Listen to,I think they should add a feature where u can dislike a song or hide it, so it doesnt get reccomended to u again, but where u can still search it up or view it in a folder just incase",NEGATIVE
I don't live without Spotify,POSITIVE
It's actually not that bad to us upcoming artistes so download it bro it's awesome take it from me Lil Tentacion 6ix rich,POSITIVE
I can't help but not listen! Thank you Spotify!,POSITIVE
"it's been more than two years that I've switched to Spotify from YouTube music, I can not live without it now.",NEGATIVE
"Actually it's good, but the ads when your enjoying but the ads",POSITIVE
"A great resource for music and podcasts, BUT constantly deciding to randomly stop or start, podcasts are a pain to stream - need to have a new episodes feed that works. I'm paying for this! You need a widget that works, and to fix all the issues with Android auto.",NEGATIVE
"def one of the best music apps while supporting the artist of the songs you play, premium is the apex <3 if ever, its really helpful to be able to play a song by picking for free users, leaving the download for premium ^^ also community tab for mobile pls !!",POSITIVE
"Easy to use, never has any problems.",POSITIVE
"always something with this app. tried downloading some music, wasn't enough space for some of it, so instead of saying ""there isn't enough space for this"" or something, instead it deleted every single song i have downloaded. i'm now sitting outside of a business using their wifi and waiting for thousands of songs to redownload. frustrating",NEGATIVE
"Hi spotify when I listen to my favorite songs, I'm getting poor play back quality. The songs are freezing right in the middle of the song. And it's not just one song, it's doing it every time I listen to the app. I tried Un installing the app, then opening it up again but no difference. I won't need to continue Spotify premium, hopefully this gets fixed so I can come back to enjoy my songs.",NEGATIVE
There are some bugs to work out with the Bluetooth pairing when it comes to this app knowing where to play the sound. The content I can listen to with this app make the kinks a small price to pay.,NEGATIVE
"PLEASE FIX THIS BROKEN APP. Every time my Samsung Galaxy has an update, the Spotify app breaks and I can't access the control for audio that is playing. It just plays, without control, until I cost the app.",NEGATIVE
"Good algorithm, shame the app pays for good quality",NEGATIVE
"Trash, hard to choose song. Kinda confused. Sometime the apps just shuffle the song. I just need one",NEGATIVE
The listening experience is great but I cannot search for any new song/artist as I am stuck with 'No internet connection available' on a high speed WiFi connection. Tried every hack available on the internet to no avail. I'm a Premium member FYI,NEGATIVE
"This app needs major improvements. Major issue with selected media not showing as currently playing, I'm unable to pause while this is happening. Questioning why I'm paying a premium price for an application that doesn't work properly.",NEGATIVE
"I love the app in general, but lately there's been a lot of glitches: I can't queue anything properly, quick action bar disappears sometimes, it even stops playing on it own. I'm up to date on the updates, restarting the app or my phone doesn't help...",NEGATIVE
"Once again the ""now playing"" menu is gone making it impossible to pause or resume a song or podcast without force closing and restarting the app. This is on OxygenOS 12.1",NEGATIVE
It's a great app but I'm having an issue trying to log in because the app isn't loading idk. If it's my phone or the app itself,NEGATIVE
The bar with the currently played music doesnt come up making me unable to start/stop the music.,POSITIVE
"Got logged out of my account that still has premium and I don't know what email I used. Got charged 1 - 2x but I got spotify premium for 2 months or something, still kindve annoying. Still have me free premium with the same card.",NEGATIVE
Love how every song I like.,POSITIVE
"Usually works fine, but now it keeps closing as soon as I open it. I've tried reinstalling it and restarting my phone, but it won't open.",NEGATIVE
Good but too much ads,NEGATIVE
I absolutely LOVE my spotify app! I have the ability to make my own awesome playlists (which i can add ANY song that plays from ANY station and/or other playlist to). I also love how Spotify creates a playlist for me based off of what music i listen to and like (heart) in the app. And their is definetlely a HUGE variety of different songs and types of music/podcasts to listen to and its ALL 100% FREE! The ONLY thing i really dislike about the app is that i am not able to just search specifc song,POSITIVE
If offline mode was available for the normal version of Spotify like you could save some artists who you like and play their songs,NEGATIVE
For some odd reason it is keep playing random songs when ever I try to listen to my playlist,NEGATIVE
Very bad. Can't preview song.,NEGATIVE
I can find all the music I want to listen to and new music also,POSITIVE
Worst appni ever used.having 2gb of mobile data but still can't acess any song,NEGATIVE
Great app but should reduce ads,NEGATIVE
my downloaded song are removed after my subscription had ended. very bad policy.,NEGATIVE
Great but slows down my phone.,NEGATIVE
Thee best music platform everðŸ”¥ðŸ”¥ðŸ”¥â¤,POSITIVE
"This is a good app but the main downside to it is the point that we can't listen to our playlists and songs in the order we want, PC and Mac is the exception which allows all of the above but still have ads.",NEGATIVE
I used to love this app but it's become unusable as of late on Android.,NEGATIVE
"Great music streaming service, been using it since 2015/16 and never had any problems, straightforward and user friendly!",POSITIVE
"Spotify is the best music app No doubt about it. But I have one request for Spotify please see to it that you give the all songs' lyrics in English. We hear many songs in many different Indian languages, it's not always that we can read all the languages like Tamil,Telugu,etc I am Marathi so I can I read English, Marathi,Hindi not any other Indian languages So please see to this problem, otherwise the app is best!",POSITIVE
"I logged out of my Spotify account to log in too my friends for a brief second, but as soon as I logged out Spotify has been broken. I've been met with nothing but a grey screen with the Spotify logo. I closed in and out. I waited over night, still didn't work. This morning I deleted it then re-downloaded it. AND IT STILL ISN'T WORKING??",NEGATIVE
I don't like how it bugs every once and a while like when I really need it to work. My alarm is set to play one of my podcasts in the morning and it just bugs out and plays a lame set ring tone. I don't like how it makes me log out and log back in for it to work again,NEGATIVE
Nice adio quality but shoul try to provide better quality for free,NEGATIVE
For some reason the widget on my home screen quit working and it no longer allows me to skip or play again from my lock screen?,NEGATIVE
So far it has been a good experience. Decided to become a paid member. Long comutes makes this app a most. Love how I can make my own personal play list with songs I want.,POSITIVE
Best app for music listening!!,POSITIVE
Amazing app.....loved it...just sometimes I'm not able to find some of the songs cover....it would be great if u look into that,POSITIVE
Always great song and at a fair price!!,POSITIVE
Best music provider.,POSITIVE
"I've had this app for almost 5 years.. That is the free version and the paid version. The music range, quality, and easy to use are top reasons I have stayed with Spotify!",POSITIVE
Spotify is the best,POSITIVE
I already subscribed to your spotify premium and still not working or opening to my device. I already emailed that I was having a hard time opening your app. Please fix spotify,NEGATIVE
easy app and keeps making new playlists for me. i enjoy it alot.,POSITIVE
Because this app have so many ads and also some songs are not.,NEGATIVE
Horrible interface with tons of bugs.,NEGATIVE
The app was perfect when I downloaded it.It was very fun to use.After somedays of using it shuffles the song automatically.And it plays random songs that I don't want to hear.I can't play the song that I want to listen.It was a great app.But after this problem started I am getting irritated.And I tried to redownload it.And it still has the issue. So I don't even wanted to give a star.Just the problem nothing else.,NEGATIVE
Awesome music awesome app ðŸ˜Žâœ¨ðŸ’šðŸ,POSITIVE
I love to listen to the music and podcasts.,POSITIVE
"I don't want to see ""shows to try"" or ""episodes for you"" podcasts first in the front page. I really dislike the recommendations, often grotesque and straight up unamusing, so I would never, ever use Spotify to listen to podcasts. I don't pay premium for letting you shove those horrible shows at the beginning of the front page, I'm paying to have my MUSIC ad free.",NEGATIVE
The app was so easy to use and the selection of songs fit my taste in music I recommend it to anyone looking for the songs of your choice,POSITIVE
When it come to music I really love to use this application very much good ðŸ‘,POSITIVE
"It provides best music quality than any other app, as it is more essential for good music experience. It has millions of songs and podcasts. So just enjoy listening music on Spotify. ðŸ˜‰â˜º",POSITIVE
Enjoy listening to my favourite old songs,POSITIVE
"I've been paying for my premium only for me not to enjoy adds free and download,really disappointed",NEGATIVE
"Let me stop autoplay when connecting to car bluetooth! It's not accessible. I want to hear my GPS without having to pause playback multiple times. Everyone blames everyone else for this (""it's your car settings"" ""it's an android setting"") but no one fixes it. Google apps can toggle ""allow external devices to start playback"" but that doesn't fix Spotify. Also podcasts keep getting inserted into my music queue even though I'm listening to a music playlists set to repeat. Keep them separate.",NEGATIVE
"I'm sick of it, Spotify, please stop adding songs to Play lists. I get. You want us to try something new but it's getting annoying",NEGATIVE
"I don't know what is wrong with the app, it was fine till I updated my phone software. It is okay if I listening through my laptop, I think the trouble was not my account but the app itself. I rely on Spotify to listening music. I hope I can still use the app by phone since I use the app most of the time in it.",NEGATIVE
The app requires updates too frequently. For the cost it should be more reliable.,NEGATIVE
Love my Spotify App!!,POSITIVE
"Went over to amazon music, complete trash, it was like a wish purchase compared to this",NEGATIVE
"I like this app very much , but MY ONLY PROBLEM IS THAT : I THINK IT'S VERY STUPID THAT YOU HAVE TO SKIP TO YOUR FAVORITE SONG AND ALSO THAT YOUR SONG THAT YOU SEARCH IS SHUFFLED WITH OTHER SONGS!!!!!!",NEGATIVE
I am a die hard spotify fan... but with the new update. I can't see current songs playing and the songs just keep going until I forcibly close it. Kinda sucks.,NEGATIVE
"Personalized listening experiences, I love the collaborative playlists!",POSITIVE
Rubbish I don't know if it updated or something but you can't play a specific song anymore,NEGATIVE
"Not much interested, getting lots of advertisements",NEGATIVE
"Edited: Reading through the reviews, just wondering has this company been sold to a venture capitalist? Everyone's mad at u guys. I'm sorry, I usually don't do this, but I have to edit my excellent rating I gave this app. Last few days have just been really bad. Right now I can't see my currently playing song. My queued up songs and that's making it difficult to use the app. Kindly correct this and I'm happy to return my previous excellent rating. Thanks . . . . . . Simply awesome ðŸ˜ŠðŸ‘ŒðŸ¿",NEGATIVE
"Love Spotify generally, but reading reviews I've been suffering a problem that many others are experiencing. Function bar disappearing, not allowing me to pause etc, also affects pausing using my headphones. Music keeps stopping on its own accord. It is so frustrating!!!",NEGATIVE
"Computer version is much better and has a repeating option. On phone app it doesn't work. You can pick the song you wanna hear instead of random, unlike the app",NEGATIVE
"There are sooo many problems with Spotify, maybe because I use an android but it keeps on saying that there are connection problems and not letting me access anything, please find a way to allow other android users to make full use of this app",NEGATIVE
I am facing issue with the app as my wifi and data everything is working it still shows you are offline everytime. I tried troubleshooting but nothing happens.,NEGATIVE
my favourite music streaming platform!,POSITIVE
Love it. Great selections very extensive library found a lot of my favorites.,POSITIVE
Much more reliable than Amazon Prime Music and a far bigger choice of music,POSITIVE
So much good music app good performance and my favourite song is Sigma,POSITIVE
The ads are disturbing but the overall experience is nice,POSITIVE
My dudes i love you but i now cant listen to music when my phones locked. Please fix and ill change rating,NEGATIVE
"Terrible experience for listening to podcasts, it never remembers last played position of a podcast, it doesn't sink between devices..i.e. my computer and phone.",NEGATIVE
"Laggy, not as good as it was previous versions. I'm not a fan of the new changes, plus it won't let access songs when I'm offline, when half the time I'm just on cellular. Edit: still having the same problems since may 2022...why have none of the updates fixed these basic problems? I've mostly switched to a different podcast player, but still looking for a good alternative music player.",NEGATIVE
Excellent app - can find almost anything,POSITIVE
"It's a great app for listening music, I have playlists I've made as profile Cheetah345 with probably thousands of songs. I have few complaints other than the fact that premium is just expensive enough that as a teenager with not much income I can't afford to spend that much. Unfortunately you are pushing a political agenda with ads that I am sick of. Every time I listen anymore every single ad is for pro gay junk. I don't want ads for that. It's gotten so bad I can't even use this app anymore",POSITIVE
I build lists of the music I love and explore new music without limits. This is my best music buy in years.,POSITIVE
Me and my daughter love Spotify it's one of our most used apps,POSITIVE
I really like this app I can find music I haven't heard in decades man I can listen for hours thanks for having a damn good app,POSITIVE
"Play bat keeps disappearing. can't pause/play or change the song. Sometimes it won't even play a song after selecting it multiple times. Constantly freezing, can't even pause with my headphones when that happens. I have to completely close the app and restart it for it to start working.",NEGATIVE
Such a rubbish app lots of advertisements i m going to uninstall this app ..,NEGATIVE
Just had to sit through 6 adds straight as a free user only to it to play a completely different song than the one I clicked on.,NEGATIVE
This app is a god damn mess. I pay for glinches apparently.,NEGATIVE
Every time i want to listen to my fave songs i can listen to a few but after like 5 songs it changes to a totally other song,NEGATIVE
When are they going to fix the broken dowload/offline working of spotify.,NEGATIVE
Great ðŸ‘ and I look forward to your new drama and the great news ðŸ˜€ ðŸ‘ ðŸ˜„ ðŸ˜Š ðŸ™Œ,POSITIVE
"I found this app was intresting. Easy to use... Urge to improve: I use lyrics as full screen, then i switched on another app. When songs changed, i switched back. Lyrics's screen turn to error, keep showing prev lyric.",NEGATIVE
Could not function with my music! Great app,NEGATIVE
Best music streaming app ever! ðŸ‘ŒðŸ‘,POSITIVE
Great app brilliant music the best,POSITIVE
Its a very nice app...with interesting songsðŸ¥°ðŸ¥°just try it,POSITIVE
I'm new to this Spotify and I really like it,POSITIVE
Always there are bugs and glitches it always exit the app when I lock my screen,NEGATIVE
Other music apps have an offline feature where it allows you to download some certain music for free but it's otherwise here .,NEGATIVE
SPC 3008roblox Yes we can do that for you and the family have car Roblox I have to be in touch with you to see what you look and see what I have a few questions about your free time to get a new phone and I will be there in touch to let you can get a hold of the sky is not a good,NEGATIVE
Works great. And actually helps me find new artist,POSITIVE
"The latest update ruined it. Crashes, controls disappear, won't switch to online after offline, and more.",NEGATIVE
I love Spotify. I can find anytjing I want to liaten to. They have any genre I want or if I want a podcast they have it!,NEGATIVE
The App is amazing but the newest update has been quite Annoying. When I'm trying to play my playlist it always goes to some recommended songs which I can't skip.,NEGATIVE
"I love this app, but if feels like it will never improve... sometimes it just glitches and refuses to play and you have to exist and enter again... if you try to listen at the same time with friends there's a delay between when you hear the song and they do... even to this day they haven't brought listening activity to mobile... like just have it as a tab that you can open if you want to... there are so many things they could add, but they just don't... such a shame...",NEGATIVE
Very good app all genres and era of music Gave 4 stars not that there is an issue just that there is always room for some unknown improvement,POSITIVE
Omg ðŸ˜ðŸ˜my fav app ever. It has really good qualityðŸ’‹ðŸ¥‚,POSITIVE
"Clearly, this is an amazing app qith the best quality, the only thing i dont pike is that they dont offer all songs, but mist every app has this situation or maybe a worse one. So please, go ditch ur pandora and join spotify, it ia so worth it.",POSITIVE
I have lost the ability to pause and skip songs on the app.,NEGATIVE
My favorite app for music 100%,POSITIVE
Been using it for years. Never had any problems. Pretty good library.,POSITIVE
I really love to listen to my music I love,POSITIVE
I enjoy every music from Spotify,POSITIVE
Does the touch of my hand work? I can't change the song? An annoying app.,NEGATIVE
Great app find all songs i like and new ones but tired of being double charged for the premium package about to uninstall,NEGATIVE
"It's a very good app for music...loved it a lot.. but today when I'm trying to open the app it's not working even after reinstallation, it's still not opening. Please fix the glitch",NEGATIVE
this is fantastic app for old and newsing for singing,POSITIVE
The 'What's playing' facility has disappeared. The most basic feature - gone. Not good enough.,NEGATIVE
"I love your music ..thank you so much for sharing this ,great job..",POSITIVE
Excellent music app,POSITIVE
Works but feels rough and clitchy. Unbelievable that such a big brand like Spotify cannot make an app thats well intrgrated with a premium android device. This should be a AAA title. I'm using GalaxyS20 and constantly have issues with simple stuff. Like pausing the music or controlling the app through galaxyBuds. Often freezes and music stays playing in the background with no way of turning it off other than hard closing the app. AndoidAuto experience is even worse.,NEGATIVE
"Thanks for dumping all my downloads without even telling me! Appreciate that! I also love how when I don't have cellular reception, you won't let me play the podcasts that I already downloaded. I also love how as time goes on the more glitchy and unreliable the app becomes. Thanks for letting me down, Spotify!",NEGATIVE
Not happy with the hey Spotify thing. I don't like it taking away my control while I'm in a vehicle.....or maybe this is just a bug.,NEGATIVE
Logedin on my family premium plane to listen to music on plan flight and loged out wen u landed and I now just can't get in I have uninstalled it 3 times and it won't work,NEGATIVE
Lots of good music but lots of adds,POSITIVE
Continually riddled with issues. Currently it will just quit playing on me. It does not seem like Spotify truly cares about customers through my experience I have continually felt ignored in that the issues are generally left unresolved for an excessive amount of time... Awesome to know it wasn't just my device because I just upgraded to the s22 ultra and the issues are still here with liked song filters like I've complained about for months,NEGATIVE
"The music options are great, podcasts are great, but functionally it doesn't work half the time. You play a song and there is a bug that causes the app not to show the pause and play buttons. They don't reappear until I restart my phone. Have to force close the app to stop playing anything. Can't skip any songs. Really an app breaking bug.",NEGATIVE
Better than the other satellite radio station offered. I like that you can customize your music. I have the premium subscription with no advertising great option.-,NEGATIVE
"This app is great, if you are reading this you definitely need to download it",POSITIVE
Still garbage. If I wasn't so deep into creating my library using Spotify I would use a different app. Constantly have to redownload everything for absolutely no discernable reason. App closed and reopened? Guess you're downloading your entire library for the third time this week.,NEGATIVE
"I prefer free coz it always drive me crazy when i m choosing e wallet payment methode, gopay or telkomsel, all the same...",NEGATIVE
"I'm giving this two stars for no other reason that Spotify intentionally screws over desktop users by denying them important features which are ONLY on the app. Why can't I block artists on desktop? Why force me to use the app? I'd use it anyway, but making me HAVE to is just kinda butts.",NEGATIVE
I pay money for this every month and it is garbage. I've loved Spotify for years. Now they can't get it right. I'm seriously about to end my subscription and switch.,NEGATIVE
"This is mony app no install this app, wink is best and gana is best appðŸ˜’ðŸ˜’",POSITIVE
doesn't go past the loading page,NEGATIVE
The free trial is great and when thats over there are only a few adds that x o me between you are your music.ðŸ˜ðŸ˜ŠðŸ‘ŒðŸ¤ŒðŸ¤ŸðŸ‘,POSITIVE
"WOW MANY SONG DJ, ROCK,ROMANTIC, WOW THIS IS SO SUPER APP",POSITIVE
"I've been using YouTube Music for 3 years but a few days ago I bought Spotify premium edition to see which one is better, To be honest Spotify has better playlists so it's a better app to find your new songs that you like but YouTube Music has a part that mixes songs for you but it changes every week so I think it's not good as Spotify is, But to be honest again YouTube Music has a better design for its app and if you won't spend money for Music application YouTube music's free edition is better",NEGATIVE
"Worst audio quality in the market. It's more a social network, if you really like music this is not your app.",NEGATIVE
Everything's fine about Spotify but the shuffle option often repeats tracks. Please improve shuffle option,POSITIVE
Very poor when offline,NEGATIVE
"This app is the best music app I have ever seen but there are some covers which are not here like ""Sure thing"" by BLACKPINK and ""Clarity"" by Jisoo...Pls update those in the app...other then this everything is awesome â¤ï¸â¤ï¸â¤ï¸",POSITIVE
I used this and it was the best app for music,POSITIVE
Crashes on android everytime I go full screen. I thought this was a mature app? Where is quality control?,POSITIVE
"App is terrible. It always errors out, crashes, fails to display a toggle bar for whatever you are listening to in order to pause or skip ahead. How can such a big company have such an awful platform.",NEGATIVE
It's easy to safe and play my favorite tunes. I have been able to hear and save everything that I requested to listen to.,POSITIVE
App is good but had lot of trouble logging in once logged out,NEGATIVE
I've been using Spotify since I first started using a phone. I can bear with the ads and everything but for some reason recently the music would just stop when I went to other apps and I'd have to start the song from the beginning again. It happened a couple times and I thought that it's okay but it's been happening so much recently its really getting on my nerves,NEGATIVE
Ads are more I am not interested in this app i am deleting it,NEGATIVE
Love using Spotify for whatever I like to listen to. Everything about it is AMAZING!! NO faults.,POSITIVE
Spotify continues to surprise me with the depth of music available - always uplifts my day!,POSITIVE
